#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HETEROZYGOSITY_RATE	INCONSISTENT_AB_HET_RATE
HG00566	1071435	1.00000	1562706	0.99951	0.00098	0.00031	0.59325	0.00961
HG03779	935294	1.00000	1683066	0.99956	0.00099	0.00032	0.64279	0.01156
HG01883	937849	1.00000	1660817	0.99950	0.00084	0.00027	0.63910	0.01306
HG02219	946480	1.00000	1646667	0.99960	0.00098	0.00031	0.63501	0.01039
HG02317	929812	1.00000	1557455	0.99949	0.00091	0.00031	0.62617	0.01325
HG03871	939964	1.00000	1666704	0.99952	0.00239	0.00084	0.63940	0.01169
HG03914	914285	1.00000	1642485	0.99950	0.00191	0.00068	0.64241	0.01292
HG04176	909803	1.00000	1628361	0.99947	0.00222	0.00077	0.64155	0.01317
NA19717	958883	1.00000	1658414	0.99957	0.00099	0.00030	0.63364	0.01226
HG02731	904319	1.00000	1683248	0.99950	0.00134	0.00045	0.65051	0.01331
HG02325	969020	1.00000	1604224	0.99954	0.00104	0.00035	0.62342	0.01154
NA19401	969866	1.00000	1603910	0.99954	0.00086	0.00028	0.62317	0.01263
HG01069	934541	1.00000	1748556	0.99961	0.00099	0.00031	0.65169	0.00839
HG01130	912029	1.00000	1701420	0.99953	0.00090	0.00028	0.65102	0.01237
HG02582	982830	1.00000	1554974	0.99952	0.00149	0.00056	0.61272	0.01266
NA19378	934379	1.00000	1561563	0.99951	0.00072	0.00024	0.62564	0.01382
HG02793	944174	1.00000	1665357	0.99956	0.00166	0.00057	0.63818	0.01186
HG02878	974376	1.00000	1602013	0.99952	0.00091	0.00031	0.62181	0.01227
HG03844	953188	1.00000	1605907	0.99943	0.00229	0.00083	0.62753	0.01268
NA12872	941850	1.00000	1672881	0.99955	0.00116	0.00036	0.63979	0.00957
HG00589	1060829	1.00000	1531553	0.99946	0.00105	0.00034	0.59079	0.01178
HG02702	959758	1.00000	1560130	0.99957	0.00093	0.00032	0.61913	0.01248
HG03521	987749	1.00000	1572804	0.99952	0.00146	0.00053	0.61424	0.01207
HG02688	940248	1.00000	1658685	0.99955	0.00113	0.00037	0.63822	0.01185
HG01808	1045758	1.00000	1543635	0.99949	0.00092	0.00029	0.59614	0.01242
HG01988	860610	1.00000	1737790	0.99954	0.00077	0.00024	0.66879	0.01220
NA19209	1001377	1.00000	1604872	0.99951	0.00077	0.00026	0.61578	0.01162
NA19438	974630	1.00000	1612267	0.99953	0.00077	0.00026	0.62324	0.01198
NA19795	911454	1.00000	1691929	0.99953	0.00078	0.00024	0.64990	0.01246
HG00534	1047361	1.00000	1562238	0.99950	0.00085	0.00027	0.59865	0.01184
NA18748	1051786	1.00000	1566593	0.99947	0.00100	0.00032	0.59831	0.01157
HG00472	1013540	1.00000	1497762	0.99951	0.00089	0.00028	0.59641	0.01364
NA20502	932089	1.00000	1620319	0.99953	0.00098	0.00031	0.63482	0.01200
HG01441	926164	1.00000	1660773	0.99955	0.00094	0.00029	0.64198	0.01161
NA19468	971944	1.00000	1603260	0.99956	0.00079	0.00026	0.62258	0.01198
NA20582	936775	1.00000	1586915	0.99959	0.00132	0.00040	0.62881	0.01143
HG01133	924245	1.00000	1677769	0.99955	0.00089	0.00028	0.64480	0.01133
NA11995	899897	1.00000	1576256	0.99953	0.00084	0.00026	0.63657	0.01292
NA12763	922925	1.00000	1647082	0.99956	0.00097	0.00030	0.64089	0.01354
HG01277	930055	1.00000	1623256	0.99952	0.00091	0.00028	0.63575	0.01248
NA21103	918750	1.00000	1639192	0.99953	0.00092	0.00029	0.64082	0.01271
HG02505	923288	1.00000	1605097	0.99954	0.00078	0.00025	0.63483	0.01333
HG04100	963419	1.00000	1719419	0.99947	0.00326	0.00121	0.64090	0.01042
HG04090	970802	1.00000	1663580	0.99951	0.00332	0.00122	0.63149	0.01064
NA18940	1036755	1.00000	1564252	0.99953	0.00104	0.00033	0.60140	0.01202
NA19723	940719	1.00000	1643309	0.99953	0.00095	0.00030	0.63595	0.01235
NA20505	912979	1.00000	1614588	0.99952	0.00134	0.00041	0.63879	0.01265
HG00327	947173	1.00000	1619481	0.99953	0.00083	0.00026	0.63097	0.01156
HG01413	907812	1.00000	1705775	0.99954	0.00092	0.00029	0.65266	0.01176
HG01917	1028205	1.00000	1474751	0.99947	0.00095	0.00031	0.58920	0.01394
NA12341	935296	1.00000	1654109	0.99959	0.00089	0.00028	0.63880	0.01146
HG00766	1035518	1.00000	1540781	0.99955	0.00084	0.00027	0.59806	0.01153
HG00154	928995	1.00000	1622577	0.99952	0.00092	0.00029	0.63591	0.01124
NA19818	915726	1.00000	1692156	0.99954	0.00105	0.00033	0.64886	0.01276
NA12777	935344	1.00000	1593081	0.99950	0.00091	0.00030	0.63007	0.01202
HG03085	977330	1.00000	1565393	0.99950	0.00099	0.00034	0.61564	0.01358
HG02660	958993	1.00000	1634925	0.99948	0.00129	0.00043	0.63029	0.01247
HG01251	908669	1.00000	1657313	0.99957	0.00089	0.00027	0.64588	0.01203
HG03096	967155	1.00000	1550222	0.99946	0.00155	0.00056	0.61581	0.01416
HG01869	1013363	1.00000	1531859	0.99952	0.00096	0.00031	0.60186	0.01283
HG01915	931584	1.00000	1606172	0.99952	0.00078	0.00025	0.63291	0.01331
HG03241	991361	1.00000	1589996	0.99947	0.00212	0.00081	0.61595	0.01287
HG00273	948739	1.00000	1635731	0.99955	0.00094	0.00029	0.63291	0.01073
HG00258	929562	1.00000	1675346	0.99951	0.00110	0.00034	0.64315	0.01061
HG04093	952583	1.00000	1644216	0.99920	0.00643	0.00251	0.63317	0.01195
NA18570	1022008	1.00000	1533807	0.99948	0.00082	0.00026	0.60012	0.01303
HG01997	1036083	1.00000	1414163	0.99945	0.00082	0.00027	0.57715	0.01357
HG01776	901661	1.00000	1590595	0.99951	0.00090	0.00027	0.63821	0.01302
HG02265	1058476	1.00000	1392437	0.99940	0.00238	0.00090	0.56813	0.01324
HG01139	914555	1.00000	1723713	0.99953	0.00095	0.00030	0.65335	0.01191
HG03976	942465	1.00000	1667050	0.99953	0.00188	0.00067	0.63884	0.01186
HG02250	1041062	1.00000	1523432	0.99952	0.00092	0.00029	0.59405	0.01280
NA20524	929695	1.00000	1646811	0.99954	0.00163	0.00056	0.63916	0.01073
HG01182	904930	1.00000	1721280	0.99950	0.00093	0.00028	0.65542	0.01198
NA20770	917295	1.00000	1654449	0.99953	0.00104	0.00033	0.64332	0.01136
HG00186	933042	1.00000	1623835	0.99959	0.00107	0.00033	0.63509	0.01130
NA18498	962886	1.00000	1546024	0.99956	0.00075	0.00025	0.61621	0.01366
HG03052	973012	1.00000	1561189	0.99949	0.00162	0.00060	0.61605	0.01332
NA19055	1066477	1.00000	1577057	0.99953	0.00111	0.00037	0.59657	0.01015
NA19764	901893	1.00000	1677445	0.99952	0.00076	0.00023	0.65034	0.01297
HG03160	946359	1.00000	1514607	0.99945	0.00097	0.00032	0.61545	0.01423
HG03945	964597	1.00000	1650032	0.99952	0.00163	0.00053	0.63108	0.01203
HG00406	1032950	1.00000	1543118	0.99950	0.00088	0.00028	0.59902	0.01225
HG03869	937562	1.00000	1696794	0.99953	0.00279	0.00101	0.64410	0.01131
NA18547	1073366	1.00000	1567927	0.99950	0.00106	0.00034	0.59362	0.01085
HG03744	946084	1.00000	1686542	0.99954	0.00095	0.00030	0.64063	0.01204
HG01447	920659	1.00000	1715638	0.99955	0.00094	0.00029	0.65078	0.01138
HG02136	1016505	1.00000	1541906	0.99954	0.00101	0.00034	0.60268	0.01247
NA21107	922826	1.00000	1647579	0.99953	0.00094	0.00029	0.64098	0.01279
NA19093	990898	1.00000	1588678	0.99955	0.00090	0.00030	0.61587	0.01139
NA19064	1044166	1.00000	1561898	0.99950	0.00085	0.00028	0.59933	0.01192
HG00351	904453	1.00000	1591382	0.99952	0.00085	0.00027	0.63762	0.01362
HG02111	945882	1.00000	1638200	0.99958	0.00080	0.00027	0.63396	0.01248
HG02666	974626	1.00000	1572821	0.99948	0.00153	0.00056	0.61741	0.01323
HG02588	977686	1.00000	1585318	0.99948	0.00157	0.00060	0.61854	0.01291
HG01501	915158	1.00000	1655461	0.99950	0.00094	0.00029	0.64399	0.01267
NA19308	987950	1.00000	1645855	0.99956	0.00096	0.00032	0.62490	0.00945
HG02139	1026070	1.00000	1566343	0.99949	0.00082	0.00025	0.60420	0.01318
HG00111	918835	1.00000	1600918	0.99950	0.00147	0.00047	0.63535	0.01198
HG00628	1049686	1.00000	1554916	0.99950	0.00093	0.00030	0.59699	0.01172
NA12813	945764	1.00000	1675064	0.99961	0.00108	0.00034	0.63914	0.00909
HG03343	1012684	1.00000	1590618	0.99955	0.00112	0.00039	0.61100	0.00920
HG03887	934111	1.00000	1645474	0.99935	0.00448	0.00168	0.63788	0.01267
HG04047	957728	1.00000	1675615	0.99953	0.00255	0.00090	0.63631	0.01095
NA12340	909910	1.00000	1625399	0.99959	0.00148	0.00048	0.64110	0.01140
NA11892	923596	1.00000	1639088	0.99950	0.00095	0.00030	0.63960	0.01171
NA20876	937583	1.00000	1681402	0.99952	0.00143	0.00049	0.64201	0.01226
HG02408	1027969	1.00000	1491966	0.99948	0.00089	0.00028	0.59207	0.01342
HG01817	1050018	1.00000	1533417	0.99952	0.00084	0.00027	0.59356	0.01269
HG00350	951622	1.00000	1666267	0.99952	0.00118	0.00037	0.63649	0.00934
HG03943	921829	1.00000	1594643	0.99951	0.00144	0.00048	0.63368	0.01356
NA19160	971872	1.00000	1563383	0.99952	0.00093	0.00031	0.61666	0.01257
HG00102	915891	1.00000	1620399	0.99959	0.00084	0.00026	0.63889	0.01204
NA18633	1068505	1.00000	1577544	0.99953	0.00099	0.00031	0.59619	0.00995
NA19328	1012511	1.00000	1612951	0.99950	0.00099	0.00033	0.61435	0.01042
NA18634	1032454	1.00000	1509107	0.99948	0.00096	0.00031	0.59377	0.01378
HG01980	966099	1.00000	1502858	0.99945	0.00136	0.00048	0.60870	0.01391
HG00675	1025629	1.00000	1520250	0.99947	0.00084	0.00027	0.59714	0.01371
HG01455	925427	1.00000	1659359	0.99951	0.00091	0.00028	0.64197	0.01240
HG03460	994156	1.00000	1585879	0.99947	0.00164	0.00061	0.61467	0.01172
NA19102	972842	1.00000	1551499	0.99951	0.00074	0.00025	0.61462	0.01311
NA19916	964087	1.00000	1694884	0.99956	0.00090	0.00029	0.63742	0.01072
HG01396	900744	1.00000	1742163	0.99952	0.00094	0.00028	0.65918	0.01175
HG03800	933066	1.00000	1702863	0.99960	0.00087	0.00027	0.64602	0.01181
HG04238	931305	1.00000	1664235	0.99949	0.00238	0.00084	0.64119	0.01208
HG03081	989095	1.00000	1592539	0.99947	0.00194	0.00073	0.61687	0.01137
HG03520	978068	1.00000	1569083	0.99953	0.00104	0.00038	0.61601	0.01231
HG03672	995918	1.00000	1662493	0.99960	0.00160	0.00055	0.62537	0.00870
NA18912	987821	1.00000	1582142	0.99950	0.00083	0.00028	0.61563	0.01183
HG03097	995043	1.00000	1569962	0.99951	0.00241	0.00093	0.61207	0.01225
HG01615	951764	1.00000	1641261	0.99935	0.00625	0.00243	0.63295	0.01043
NA20859	964712	1.00000	1667093	0.99956	0.00095	0.00030	0.63344	0.01163
NA18865	975895	1.00000	1583138	0.99957	0.00071	0.00024	0.61865	0.01233
HG02580	920365	1.00000	1665981	0.99956	0.00145	0.00051	0.64414	0.01158
HG01365	903428	1.00000	1749754	0.99954	0.00088	0.00027	0.65949	0.01112
NA19922	897428	1.00000	1738405	0.99954	0.00120	0.00038	0.65953	0.01112
HG00151	947229	1.00000	1624358	0.99952	0.00089	0.00028	0.63166	0.01129
HG03850	954058	1.00000	1652169	0.99940	0.00393	0.00148	0.63393	0.01275
NA18486	973682	1.00000	1570866	0.99950	0.00087	0.00028	0.61735	0.01330
HG03934	932239	1.00000	1681370	0.99946	0.00160	0.00054	0.64331	0.01279
HG01326	908739	1.00000	1709384	0.99953	0.00099	0.00031	0.65290	0.01178
HG01272	897574	1.00000	1732201	0.99954	0.00086	0.00026	0.65869	0.01155
HG03040	952178	1.00000	1542970	0.99955	0.00103	0.00034	0.61839	0.01335
NA19346	966805	1.00000	1573479	0.99952	0.00153	0.00053	0.61941	0.01219
HG02496	947603	1.00000	1623755	0.99955	0.00086	0.00028	0.63148	0.01193
HG01936	963739	1.00000	1595972	0.99953	0.00084	0.00027	0.62350	0.01306
HG01049	894161	1.00000	1799783	0.99955	0.00095	0.00029	0.66808	0.01051
NA18560	1031595	1.00000	1543986	0.99948	0.00090	0.00029	0.59947	0.01306
HG03838	994352	1.00000	1596083	0.99949	0.00140	0.00049	0.61614	0.01242
NA19788	946197	1.00000	1632728	0.99954	0.00114	0.00037	0.63310	0.01323
HG02277	1006087	1.00000	1547193	0.99953	0.00080	0.00025	0.60596	0.01226
NA19445	959229	1.00000	1591185	0.99951	0.00072	0.00024	0.62389	0.01345
HG02661	916526	1.00000	1667980	0.99954	0.00124	0.00040	0.64538	0.01241
HG01896	961994	1.00000	1578230	0.99953	0.00079	0.00026	0.62130	0.01226
HG03846	941885	1.00000	1677926	0.99949	0.00185	0.00064	0.64048	0.01224
HG03291	966310	1.00000	1547889	0.99951	0.00140	0.00051	0.61566	0.01306
NA19028	959340	1.00000	1611086	0.99954	0.00087	0.00029	0.62678	0.01270
NA18953	1048731	1.00000	1521532	0.99950	0.00123	0.00041	0.59198	0.01234
NA19747	947447	1.00000	1608824	0.99948	0.00139	0.00043	0.62936	0.01239
NA21087	943001	1.00000	1664011	0.99956	0.00091	0.00028	0.63828	0.01167
HG03473	946043	1.00000	1498528	0.99944	0.00173	0.00064	0.61300	0.01456
HG02589	1001089	1.00000	1629310	0.99958	0.00124	0.00044	0.61942	0.00972
HG03175	986314	1.00000	1582139	0.99954	0.00102	0.00035	0.61599	0.01204
NA11932	917336	1.00000	1648849	0.99952	0.00103	0.00032	0.64253	0.01199
HG00259	905429	1.00000	1625079	0.99953	0.00090	0.00028	0.64219	0.01237
HG00285	960977	1.00000	1616689	0.99949	0.00087	0.00028	0.62719	0.01168
HG00593	1045827	1.00000	1535057	0.99948	0.00105	0.00034	0.59478	0.01214
HG02511	975905	1.00000	1653598	0.99953	0.00082	0.00027	0.62886	0.01116
HG03045	987396	1.00000	1582788	0.99951	0.00126	0.00046	0.61583	0.01215
HG03378	967195	1.00000	1561245	0.99943	0.00193	0.00075	0.61747	0.01391
HG01323	898648	1.00000	1733873	0.99955	0.00090	0.00028	0.65864	0.01177
HG02465	965852	1.00000	1543596	0.99947	0.00094	0.00033	0.61511	0.01376
HG03941	945369	1.00000	1667565	0.99949	0.00298	0.00111	0.63820	0.01220
NA12234	913924	1.00000	1602970	0.99953	0.00096	0.00030	0.63688	0.01266
NA20864	946817	1.00000	1690391	0.99952	0.00090	0.00028	0.64098	0.01045
HG00275	913560	1.00000	1624746	0.99958	0.00083	0.00026	0.64009	0.01168
NA12717	941077	1.00000	1609474	0.99949	0.00105	0.00033	0.63103	0.01247
HG01914	919651	1.00000	1630001	0.99954	0.00073	0.00024	0.63930	0.01352
HG02513	1053540	1.00000	1530028	0.99954	0.00086	0.00028	0.59222	0.01148
HG03718	938551	1.00000	1592297	0.99942	0.00237	0.00086	0.62916	0.01353
NA12716	932818	1.00000	1621389	0.99954	0.00113	0.00035	0.63479	0.01179
HG02977	956192	1.00000	1525943	0.99948	0.00118	0.00041	0.61477	0.01378
NA20274	837326	1.00000	1840101	0.99955	0.00103	0.00030	0.68726	0.01234
HG02571	967811	1.00000	1575262	0.99950	0.00102	0.00035	0.61943	0.01330
HG00551	938833	1.00000	1718151	0.99957	0.00104	0.00033	0.64665	0.00948
HG02536	922040	1.00000	1692821	0.99954	0.00080	0.00026	0.64738	0.01181
NA19153	999331	1.00000	1580701	0.99949	0.00088	0.00030	0.61267	0.01267
NA19780	927160	1.00000	1636708	0.99951	0.00094	0.00029	0.63837	0.01273
NA20755	935048	1.00000	1647438	0.99957	0.00093	0.00029	0.63793	0.01149
NA19463	972449	1.00000	1598416	0.99955	0.00072	0.00024	0.62174	0.01193
HG01586	914907	1.00000	1653496	0.99952	0.00096	0.00030	0.64378	0.01305
HG00136	924119	1.00000	1623937	0.99954	0.00077	0.00024	0.63732	0.01264
HG00437	1032987	1.00000	1533160	0.99947	0.00089	0.00028	0.59746	0.01288
HG02679	970811	1.00000	1597282	0.99945	0.00186	0.00070	0.62197	0.01250
HG03366	996493	1.00000	1594554	0.99954	0.00134	0.00048	0.61541	0.01010
HG04019	946479	1.00000	1691888	0.99955	0.00247	0.00089	0.64126	0.01085
HG00239	942275	1.00000	1627649	0.99958	0.00123	0.00038	0.63335	0.01075
HG04056	1007890	1.00000	1469472	0.99945	0.00136	0.00045	0.59316	0.01327
HG02239	909415	1.00000	1646870	0.99948	0.00149	0.00052	0.64424	0.01346
HG00599	1043545	1.00000	1535093	0.99951	0.00094	0.00030	0.59531	0.01222
HG03380	988234	1.00000	1574033	0.99948	0.00153	0.00057	0.61431	0.01282
HG03900	963709	1.00000	1600091	0.99951	0.00091	0.00029	0.62411	0.01301
NA20514	924184	1.00000	1596785	0.99950	0.00141	0.00043	0.63340	0.01242
HG02102	1055991	1.00000	1452265	0.99945	0.00094	0.00031	0.57899	0.01329
HG03756	994023	1.00000	1586572	0.99940	0.00313	0.00119	0.61481	0.01287
HG02837	1021211	1.00000	1482740	0.99949	0.00111	0.00041	0.59216	0.01310
NA18959	1064164	1.00000	1584336	0.99959	0.00095	0.00031	0.59820	0.00905
NA19443	971780	1.00000	1605958	0.99950	0.00069	0.00023	0.62301	0.01276
HG02722	970080	1.00000	1563054	0.99952	0.00089	0.00030	0.61704	0.01318
NA19225	965508	1.00000	1551444	0.99951	0.00097	0.00032	0.61640	0.01317
NA20807	904075	1.00000	1641179	0.99954	0.00096	0.00030	0.64480	0.01153
HG02804	983922	1.00000	1593209	0.99952	0.00116	0.00040	0.61821	0.01207
HG01867	1048992	1.00000	1539183	0.99944	0.00093	0.00029	0.59470	0.01299
HG03224	970098	1.00000	1558041	0.99956	0.00080	0.00026	0.61628	0.01292
NA19732	1109432	1.00000	1361215	0.99946	0.00073	0.00024	0.55095	0.01376
HG04161	939244	1.00000	1677417	0.99957	0.00170	0.00057	0.64105	0.01144
HG00138	941449	1.00000	1641345	0.99953	0.00091	0.00028	0.63549	0.01093
HG00476	1030435	1.00000	1488603	0.99948	0.00090	0.00028	0.59094	0.01408
HG03559	981591	1.00000	1580563	0.99953	0.00111	0.00039	0.61689	0.01218
HG01359	901886	1.00000	1680116	0.99954	0.00096	0.00029	0.65070	0.01237
HG03861	964885	1.00000	1611005	0.99951	0.00216	0.00078	0.62542	0.01213
HG02728	955612	1.00000	1709058	0.99958	0.00110	0.00035	0.64138	0.00984
HG00310	916208	1.00000	1628349	0.99951	0.00103	0.00032	0.63993	0.01216
NA12814	916734	1.00000	1616871	0.99952	0.00094	0.00030	0.63817	0.01172
HG03190	981964	1.00000	1517189	0.99952	0.00122	0.00040	0.60708	0.01327
HG00155	914359	1.00000	1604634	0.99951	0.00099	0.00031	0.63701	0.01306
HG00232	939848	1.00000	1667665	0.99964	0.00098	0.00031	0.63956	0.00857
HG03985	988233	1.00000	1623962	0.99944	0.00184	0.00064	0.62168	0.01254
HG01613	930734	1.00000	1618143	0.99950	0.00090	0.00028	0.63485	0.01288
HG02953	972281	1.00000	1533960	0.99947	0.00168	0.00060	0.61206	0.01362
NA18573	1027526	1.00000	1558843	0.99951	0.00103	0.00032	0.60271	0.01229
NA20536	898174	1.00000	1628603	0.99952	0.00142	0.00043	0.64454	0.01250
NA20528	910089	1.00000	1622538	0.99955	0.00140	0.00042	0.64065	0.01232
NA19782	906405	1.00000	1663721	0.99952	0.00100	0.00031	0.64733	0.01256
HG02561	992619	1.00000	1618701	0.99955	0.00156	0.00057	0.61988	0.01025
HG00332	930693	1.00000	1655295	0.99961	0.00102	0.00032	0.64010	0.01050
NA19682	949918	1.00000	1635437	0.99950	0.00099	0.00031	0.63258	0.01274
HG00596	1078011	1.00000	1559251	0.99955	0.00093	0.00030	0.59124	0.00945
HG03642	946615	1.00000	1673604	0.99949	0.00118	0.00040	0.63873	0.01308
HG00245	947390	1.00000	1676438	0.99957	0.00135	0.00041	0.63893	0.00945
HG01985	924698	1.00000	1583851	0.99960	0.00080	0.00026	0.63138	0.01377
NA18983	1030554	1.00000	1509656	0.99947	0.00111	0.00035	0.59430	0.01319
NA20832	924207	1.00000	1635661	0.99958	0.00097	0.00031	0.63896	0.01164
HG02699	971869	1.00000	1552771	0.99954	0.00129	0.00044	0.61505	0.01210
HG03072	1008362	1.00000	1612357	0.99952	0.00373	0.00143	0.61523	0.01014
HG00180	947499	1.00000	1641633	0.99952	0.00113	0.00035	0.63405	0.01118
NA19391	973290	1.00000	1588895	0.99951	0.00081	0.00026	0.62013	0.01251
NA19321	964207	1.00000	1611244	0.99955	0.00068	0.00023	0.62562	0.01267
HG02651	918624	1.00000	1669989	0.99948	0.00167	0.00057	0.64513	0.01347
HG03995	958608	1.00000	1712485	0.99947	0.00471	0.00180	0.64112	0.00990
HG02392	1076552	1.00000	1482273	0.99949	0.00116	0.00039	0.57928	0.01208
HG02979	989298	1.00000	1565701	0.99948	0.00085	0.00029	0.61280	0.01196
HG03189	977618	1.00000	1566721	0.99950	0.00097	0.00034	0.61577	0.01280
HG02678	1012209	1.00000	1493711	0.99947	0.00118	0.00043	0.59607	0.01334
HG03279	1001561	1.00000	1594205	0.99951	0.00264	0.00100	0.61416	0.01082
HG02231	921956	1.00000	1598555	0.99947	0.00154	0.00056	0.63422	0.01299
NA20908	920939	1.00000	1636469	0.99954	0.00103	0.00031	0.63989	0.01305
HG02808	990617	1.00000	1532047	0.99944	0.00136	0.00049	0.60731	0.01365
HG01979	1003970	1.00000	1564497	0.99946	0.00104	0.00034	0.60912	0.01220
HG03280	1020647	1.00000	1576266	0.99956	0.00101	0.00034	0.60698	0.01115
HG01610	911142	1.00000	1590766	0.99952	0.00087	0.00027	0.63582	0.01268
NA19172	965773	1.00000	1540638	0.99947	0.00109	0.00039	0.61468	0.01299
HG02861	977143	1.00000	1586361	0.99953	0.00126	0.00045	0.61883	0.01274
HG01073	910843	1.00000	1685879	0.99954	0.00088	0.00027	0.64923	0.01132
NA21137	922643	1.00000	1631367	0.99949	0.00105	0.00032	0.63875	0.01304
NA20589	918292	1.00000	1628159	0.99952	0.00132	0.00040	0.63938	0.01207
HG02621	966077	1.00000	1547653	0.99951	0.00140	0.00051	0.61568	0.01295
NA18539	1068402	1.00000	1551779	0.99949	0.00107	0.00034	0.59224	0.01121
HG02014	926373	1.00000	1644978	0.99956	0.00097	0.00033	0.63973	0.01230
HG01390	889846	1.00000	1752769	0.99956	0.00090	0.00028	0.66327	0.01101
HG00595	1032500	1.00000	1518826	0.99945	0.00079	0.00025	0.59531	0.01315
NA20892	941045	1.00000	1620359	0.99960	0.00106	0.00032	0.63261	0.01188
HG02805	1022272	1.00000	1458210	0.99950	0.00124	0.00043	0.58787	0.01273
HG00707	1041307	1.00000	1523107	0.99949	0.00093	0.00029	0.59394	0.01260
HG01844	1026184	1.00000	1539445	0.99948	0.00097	0.00031	0.60003	0.01342
HG01054	883572	1.00000	1649853	0.99952	0.00095	0.00030	0.65123	0.01387
HG03372	1005709	1.00000	1592999	0.99955	0.00118	0.00042	0.61300	0.01055
HG00449	1042966	1.00000	1523433	0.99952	0.00083	0.00027	0.59361	0.01221
NA20282	877867	1.00000	1701262	0.99928	0.00096	0.00031	0.65963	0.01805
HG02002	1030671	1.00000	1527619	0.99946	0.00081	0.00026	0.59713	0.01234
HG02737	924102	1.00000	1690963	0.99953	0.00111	0.00034	0.64662	0.01216
HG02178	1044980	1.00000	1520873	0.99950	0.00085	0.00027	0.59274	0.01219
NA19734	949795	1.00000	1578416	0.99957	0.00076	0.00024	0.62432	0.01272
HG02585	954769	1.00000	1521435	0.99935	0.00338	0.00135	0.61442	0.01408
NA19655	909381	1.00000	1693055	0.99833	0.01423	0.00545	0.65057	0.01368
HG00458	1044348	1.00000	1552411	0.99950	0.00090	0.00029	0.59783	0.01214
HG01183	927123	1.00000	1727284	0.99953	0.00120	0.00038	0.65072	0.01098
HG03354	973221	1.00000	1549735	0.99937	0.00321	0.00126	0.61425	0.01323
HG03750	952016	1.00000	1657807	0.99955	0.00087	0.00028	0.63522	0.01133
HG03848	923742	1.00000	1674374	0.99949	0.00263	0.00096	0.64446	0.01228
HG03951	894193	1.00000	1628586	0.99950	0.00151	0.00051	0.64555	0.01384
NA18516	989667	1.00000	1559381	0.99952	0.00086	0.00029	0.61175	0.01251
HG01709	895781	1.00000	1655318	0.99954	0.00102	0.00032	0.64886	0.01232
HG03124	984020	1.00000	1565968	0.99952	0.00129	0.00046	0.61411	0.01196
NA18870	999940	1.00000	1574827	0.99955	0.00094	0.00033	0.61164	0.01133
NA20538	913488	1.00000	1626306	0.99954	0.00140	0.00043	0.64033	0.01251
NA19327	984821	1.00000	1645614	0.99960	0.00100	0.00032	0.62561	0.00977
NA18614	1022098	1.00000	1513927	0.99949	0.00086	0.00027	0.59697	0.01349
HG02073	1046468	1.00000	1526360	0.99951	0.00080	0.00026	0.59326	0.01221
HG01923	1078612	1.00000	1378914	0.99944	0.00082	0.00027	0.56110	0.01308
HG03680	924491	1.00000	1638383	0.99948	0.00170	0.00057	0.63928	0.01309
NA19338	948283	1.00000	1603351	0.99954	0.00077	0.00025	0.62836	0.01341
HG03986	932322	1.00000	1651418	0.99949	0.00293	0.00107	0.63916	0.01237
NA19914	879632	1.00000	1696095	0.99954	0.00078	0.00024	0.65849	0.01284
NA18510	951164	1.00000	1542744	0.99945	0.00077	0.00026	0.61861	0.01489
HG00879	1015733	1.00000	1485156	0.99943	0.00087	0.00028	0.59385	0.01428
HG02052	951654	1.00000	1559705	0.99953	0.00081	0.00026	0.62106	0.01290
NA12006	904499	1.00000	1630561	0.99950	0.00125	0.00039	0.64320	0.01265
NA20359	908575	1.00000	1647817	0.99953	0.00128	0.00040	0.64459	0.01282
HG00513	1083977	1.00000	1561744	0.99967	0.00109	0.00035	0.59029	0.00828
NA19720	973609	1.00000	1661048	0.99955	0.00115	0.00035	0.63046	0.01080
NA07056	911468	1.00000	1611610	0.99956	0.00097	0.00031	0.63875	0.01219
HG00379	938130	1.00000	1632786	0.99950	0.00086	0.00027	0.63510	0.01180
HG01786	951602	1.00000	1664984	0.99963	0.00094	0.00030	0.63632	0.00843
HG01565	1005822	1.00000	1622432	0.99952	0.00100	0.00032	0.61730	0.00991
HG03882	930797	1.00000	1646335	0.99950	0.00087	0.00028	0.63882	0.01253
HG03479	987802	1.00000	1616465	0.99950	0.00120	0.00043	0.62070	0.01151
NA20126	882474	1.00000	1727725	0.99953	0.00096	0.00030	0.66191	0.01298
HG02586	969060	1.00000	1559888	0.99949	0.00120	0.00045	0.61681	0.01326
HG01945	1030980	1.00000	1521779	0.99946	0.00084	0.00027	0.59613	0.01321
NA19678	923551	1.00000	1737447	0.99958	0.00105	0.00033	0.65293	0.00958
HG01860	1034130	1.00000	1533832	0.99952	0.00094	0.00030	0.59730	0.01343
HG01162	892618	1.00000	1670749	0.99958	0.00092	0.00028	0.65178	0.01286
HG02658	1054328	1.00000	1419833	0.99943	0.00113	0.00037	0.57386	0.01386
HG03775	959558	1.00000	1641876	0.99952	0.00118	0.00039	0.63114	0.01220
HG02353	1016378	1.00000	1521841	0.99950	0.00090	0.00029	0.59957	0.01332
NA19006	1039751	1.00000	1518118	0.99951	0.00100	0.00031	0.59351	0.01290
HG02490	975395	1.00000	1615102	0.99954	0.00108	0.00036	0.62347	0.01096
HG01872	1044197	1.00000	1561239	0.99951	0.00083	0.00026	0.59922	0.01153
